Save,1/8/2026,1:07:50 PM,Scan,1/8/2026,1:07:35 PM,Reference,1/8/2026,12:58:32 PM,Measure
Software,STS IL/PDL,RAW,Normal,2.3.1.0
TSL,SANTEC,TSL-570,22110007,0032.0033.0015
PowerMeter,SANTEC,MPM-210H,23090007,Ver.1.19
,Module0,MPM-211,23090008M211,Ver.1.23
Power Monitor,DAQ
Start,1243,nm
Stop,1377,nm
Step,0.01,nm
Speed,200,nm/s
Source Power,5,dBm
Averaging Time,0.05,msec
Power meter range,23090008M211,(Ch1),-30～+10dBm,-40～ 0dBm,-50～-10dBm,-60～-20dBm,-80～-30dBm
--HEADER END--
--RAW DATA START--
Wavelength(nm),Monitor_R1(dBm),Monitor_R2(dBm),Monitor_R3(dBm),Monitor_R4(dBm),Monitor_R5(dBm),Raw_M1_S0_CH1_R1(dBm),Raw_M1_S0_CH1_R2(dBm),Raw_M1_S0_CH1_R3(dBm),Raw_M1_S0_CH1_R4(dBm),Raw_M1_S0_CH1_R5(dBm)
1277.24,-2.786577,-2.789221,-2.788272,-2.793157,-2.789696,-15.222,-15.48414,-15.5253,-16.55315,-26.55218
1277.25,-2.793564,-2.796552,-2.795194,-2.801514,-2.797707,-15.22707,-15.48979,-15.53005,-16.55315,-26.55218
1277.26,-2.800902,-2.805325,-2.80335,-2.806958,-2.804916,-15.22903,-15.49399,-15.53462,-16.55315,-26.55218
1277.27,-2.804167,-2.810024,-2.809683,-2.809479,-2.811251,-15.23059,-15.49773,-15.53993,-16.55315,-26.55218
1277.28,-2.806958,-2.812137,-2.812614,-2.809888,-2.813228,-15.23323,-15.49917,-15.54246,-16.55315,-26.55218
1277.29,-2.809411,-2.812478,-2.814729,-2.810365,-2.815752,-15.22927,-15.49488,-15.53947,-16.55315,-26.55218
1277.3,-2.810433,-2.810024,-2.814865,-2.810297,-2.815274,-15.22595,-15.49091,-15.53811,-16.55315,-26.55218
1277.31,-2.811728,-2.807435,-2.813978,-2.809751,-2.813774,-15.24132,-15.49861,-15.54867,-16.55315,-26.55218
1277.32,-2.812546,-2.805393,-2.812955,-2.808661,-2.81241,-15.25418,-15.51122,-15.56156,-16.55315,-26.55218
1277.33,-2.810297,-2.803078,-2.810365,-2.805325,-2.808388,-15.26431,-15.52208,-15.57054,-16.55315,-26.55218
1277.34,-2.80301,-2.797436,-2.80233,-2.797775,-2.800358,-15.26304,-15.52288,-15.56895,-16.55315,-26.55218
1277.35,-2.795194,-2.790917,-2.793428,-2.791256,-2.790578,-15.25242,-15.51009,-15.55493,-16.55315,-26.55218
1277.36,-2.785221,-2.783799,-2.782512,-2.781768,-2.781023,-15.23681,-15.49624,-15.53882,-16.55315,-26.55218
1277.37,-2.776287,-2.778519,-2.773786,-2.775273,-2.775205,-15.22674,-15.48882,-15.52879,-16.55315,-26.55218
1277.38,-2.771624,-2.77561,-2.7698,-2.771826,-2.771759,-15.22346,-15.48793,-15.52576,-16.55315,-26.55218
1277.39,-2.770948,-2.776287,-2.76764,-2.772096,-2.772637,-15.22908,-15.49612,-15.53348,-16.55315,-26.55218
1277.4,-2.772367,-2.778384,-2.768315,-2.772974,-2.774597,-15.23867,-15.50739,-15.54116,-16.55315,-26.55218
1277.41,-2.774664,-2.781429,-2.769935,-2.773583,-2.776963,-15.24406,-15.51066,-15.54332,-16.55315,-26.55218
1277.42,-2.778045,-2.786238,-2.774124,-2.775678,-2.781023,-15.23824,-15.50196,-15.53426,-16.55315,-26.55218
1277.43,-2.783189,-2.78956,-2.780414,-2.77906,-2.785629,-15.22361,-15.49228,-15.52421,-16.55315,-26.55218
1277.44,-2.790442,-2.796892,-2.789153,-2.787865,-2.792546,-15.21941,-15.48752,-15.52186,-16.55315,-26.55218
1277.45,-2.797163,-2.802262,-2.797911,-2.796688,-2.800698,-15.22493,-15.49178,-15.52669,-16.55315,-26.55218
1277.46,-2.803759,-2.808116,-2.805665,-2.805393,-2.806958,-15.23108,-15.49815,-15.53405,-16.55315,-26.55218
1277.47,-2.807163,-2.811251,-2.810365,-2.811455,-2.810637,-15.23759,-15.50457,-15.54358,-16.55315,-26.55218
1277.48,-2.808116,-2.81091,-2.811319,-2.813159,-2.811114,-15.24479,-15.50971,-15.54951,-16.55315,-26.55218
1277.49,-2.808321,-2.808798,-2.810842,-2.811455,-2.809683,-15.24533,-15.50572,-15.54741,-16.55315,-26.55218
1277.5,-2.807912,-2.807163,-2.811864,-2.809956,-2.808116,-15.23633,-15.49201,-15.5366,-16.55315,-26.55218
1277.51,-2.808933,-2.80512,-2.812478,-2.809274,-2.807095,-15.22356,-15.47784,-15.5253,-16.55315,-26.55218
1277.52,-2.810297,-2.803283,-2.812819,-2.808116,-2.805052,-15.21746,-15.46971,-15.517,-16.55315,-26.55218
1277.53,-2.808865,-2.799202,-2.809002,-2.80444,-2.801378,-15.214,-15.46317,-15.5106,-16.55315,-26.55218
1277.54,-2.803759,-2.792206,-2.800358,-2.798047,-2.795805,-15.2122,-15.45819,-15.50546,-16.55315,-26.55218
1277.55,-2.794514,-2.786035,-2.792274,-2.787797,-2.788069,-15.21171,-15.4572,-15.50338,-16.55315,-26.55218
1277.56,-2.782918,-2.778451,-2.781429,-2.777436,-2.780549,-15.20822,-15.4578,-15.50062,-16.55315,-26.55218
1277.57,-2.775273,-2.773042,-2.773786,-2.770813,-2.776016,-15.19881,-15.45224,-15.49204,-16.55315,-26.55218
1277.58,-2.769192,-2.771353,-2.770948,-2.76737,-2.774799,-15.1802,-15.43879,-15.47766,-16.55315,-26.55218
1277.59,-2.76926,-2.772434,-2.771624,-2.768653,-2.776152,-15.17315,-15.43356,-15.47269,-16.55315,-26.55218
1277.6,-2.771488,-2.774664,-2.773448,-2.770408,-2.77764,-15.17276,-15.43399,-15.47281,-16.55315,-26.55218
1277.61,-2.774597,-2.777572,-2.776354,-2.774191,-2.77933,-15.17976,-15.43911,-15.47814,-16.55315,-26.55218
1277.62,-2.776557,-2.780278,-2.778451,-2.77818,-2.782918,-15.18716,-15.44601,-15.48587,-16.55315,-26.55218
1277.63,-2.780752,-2.784138,-2.782512,-2.783731,-2.787662,-15.19832,-15.45885,-15.50026,-16.55315,-26.55218
1277.64,-2.786645,-2.790239,-2.788882,-2.791188,-2.794447,-15.2168,-15.47671,-15.51846,-16.55315,-26.55218
1277.65,-2.793021,-2.797843,-2.796077,-2.79628,-2.799882,-15.23485,-15.49666,-15.53635,-16.55315,-26.55218
1277.66,-2.800562,-2.805869,-2.802738,-2.80335,-2.805597,-15.24234,-15.51006,-15.54773,-16.55315,-26.55218
1277.67,-2.805528,-2.811728,-2.806618,-2.806822,-2.808798,-15.24631,-15.5157,-15.5522,-16.55315,-26.55218
1277.68,-2.80798,-2.813365,-2.806754,-2.807095,-2.809751,-15.24876,-15.51831,-15.55309,-16.55315,-26.55218
1277.69,-2.808253,-2.813024,-2.805937,-2.806278,-2.809342,-15.24876,-15.51779,-15.5527,-16.55315,-26.55218
1277.7,-2.806141,-2.811455,-2.805665,-2.806073,-2.809888,-15.24788,-15.51426,-15.55252,-16.55315,-26.55218
1277.71,-2.804168,-2.809002,-2.804916,-2.806005,-2.809751,-15.24362,-15.50822,-15.55,-16.55315,-26.55218
1277.72,-2.802194,-2.80512,-2.80512,-2.805937,-2.807912,-15.24082,-15.50221,-15.54618,-16.55315,-26.55218
1277.73,-2.798251,-2.799406,-2.800562,-2.80165,-2.802875,-15.24529,-15.5031,-15.54882,-16.55315,-26.55218
1277.74,-2.792885,-2.790442,-2.793157,-2.79336,-2.793632,-15.24784,-15.50307,-15.54882,-16.55315,-26.55218
1277.75,-2.786374,-2.783393,-2.786983,-2.785086,-2.785696,-15.23678,-15.49726,-15.54186,-16.55315,-26.55218
1277.76,-2.779804,-2.77561,-2.778857,-2.777166,-2.776557,-15.21884,-15.48083,-15.5248,-16.55315,-26.55218
1277.77,-2.777436,-2.771961,-2.775273,-2.774394,-2.77284,-15.20472,-15.46314,-15.50731,-16.55315,-26.55218
1277.78,-2.778045,-2.774124,-2.776489,-2.776963,-2.774664,-15.19802,-15.45436,-15.49869,-16.55315,-26.55218
1277.79,-2.781158,-2.77879,-2.780549,-2.781971,-2.778924,-15.19466,-15.45351,-15.49555,-16.55315,-26.55218
1277.8,-2.785289,-2.786102,-2.786238,-2.785357,-2.785357,-15.1921,-15.45095,-15.49023,-16.55315,-26.55218
1277.81,-2.788814,-2.792274,-2.790442,-2.78678,-2.789831,-15.18783,-15.44712,-15.48548,-16.55315,-26.55218
1277.82,-2.791053,-2.796688,-2.7937,-2.788679,-2.793021,-15.18556,-15.44752,-15.48466,-16.55315,-26.55218
1277.83,-2.793971,-2.801174,-2.797911,-2.79051,-2.796484,-15.18348,-15.44884,-15.48566,-16.55315,-26.55218
1277.84,-2.797843,-2.802807,-2.801446,-2.796077,-2.79893,-15.18266,-15.44991,-15.48708,-16.55315,-26.55218
1277.85,-2.802126,-2.806345,-2.807299,-2.802398,-2.804848,-15.18305,-15.44936,-15.48691,-16.55315,-26.55218
1277.86,-2.805937,-2.808184,-2.811046,-2.808116,-2.809683,-15.17957,-15.44303,-15.48227,-16.55315,-26.55218
1277.87,-2.807435,-2.807844,-2.811114,-2.812001,-2.81241,-15.17253,-15.43536,-15.47474,-16.55315,-26.55218
1277.88,-2.807367,-2.806278,-2.809138,-2.812341,-2.812205,-15.16256,-15.42503,-15.46302,-16.55315,-26.55218
1277.89,-2.806618,-2.804643,-2.80655,-2.811114,-2.809547,-15.15294,-15.41074,-15.44947,-16.55315,-26.55218
1277.9,-2.806754,-2.803419,-2.804508,-2.808593,-2.80621,-15.14765,-15.40216,-15.44225,-16.55315,-26.55218
1277.91,-2.805733,-2.802942,-2.803078,-2.805256,-2.802807,-15.14838,-15.40204,-15.44224,-16.55315,-26.55218
1277.92,-2.803827,-2.801854,-2.802126,-2.802194,-2.800222,-15.15385,-15.40537,-15.44559,-16.55315,-26.55218
1277.93,-2.800086,-2.797775,-2.798115,-2.796144,-2.796077,-15.15605,-15.40898,-15.44934,-16.55315,-26.55218
1277.94,-2.792206,-2.789967,-2.791053,-2.788204,-2.788746,-15.15543,-15.41006,-15.45071,-16.55315,-26.55218
1277.95,-2.784612,-2.781768,-2.784408,-2.782242,-2.781971,-15.1537,-15.4071,-15.44862,-16.55315,-26.55218
1277.96,-2.779737,-2.777031,-2.778722,-2.777504,-2.777098,-15.14856,-15.40187,-15.44358,-16.55315,-26.55218
1277.97,-2.778248,-2.777504,-2.779263,-2.777775,-2.778045,-15.14454,-15.39846,-15.44007,-16.55315,-26.55218
1277.98,-2.780887,-2.783257,-2.782444,-2.7817,-2.782648,-15.14593,-15.402,-15.44193,-16.55315,-26.55218
1277.99,-2.78834,-2.79241,-2.790306,-2.787526,-2.789492,-15.16165,-15.41631,-15.45859,-16.55315,-26.55218
1278,-2.793021,-2.799474,-2.797095,-2.792885,-2.794786,-15.17717,-15.43982,-15.48136,-16.55315,-26.55218
1278.01,-2.797367,-2.804848,-2.800698,-2.797571,-2.797503,-15.19857,-15.46559,-15.50537,-16.55315,-26.55218
1278.02,-2.801718,-2.808661,-2.804031,-2.802738,-2.802738,-15.2184,-15.48625,-15.52414,-16.55315,-26.55218
1278.03,-2.806278,-2.811114,-2.807367,-2.808321,-2.807027,-15.23108,-15.49905,-15.53621,-16.55315,-26.55218
1278.04,-2.812001,-2.81507,-2.811592,-2.813705,-2.81275,-15.23847,-15.50763,-15.54538,-16.55315,-26.55218
1278.05,-2.816844,-2.818824,-2.81623,-2.818141,-2.81739,-15.24293,-15.51397,-15.55168,-16.55315,-26.55218
1278.06,-2.819575,-2.820668,-2.819165,-2.819165,-2.81896,-15.24312,-15.51343,-15.55247,-16.55315,-26.55218
1278.07,-2.817936,-2.818824,-2.818414,-2.815342,-2.817595,-15.24454,-15.51204,-15.55264,-16.55315,-26.55218
1278.08,-2.812887,-2.814865,-2.814933,-2.811182,-2.813569,-15.24916,-15.51441,-15.55703,-16.55315,-26.55218
1278.09,-2.806414,-2.806141,-2.809138,-2.80478,-2.809138,-15.25304,-15.51745,-15.56123,-16.55315,-26.55218
1278.1,-2.799746,-2.801514,-2.804031,-2.80097,-2.805052,-15.25103,-15.51613,-15.56023,-16.55315,-26.55218
1278.11,-2.795262,-2.797571,-2.799202,-2.798862,-2.802262,-15.24425,-15.51192,-15.55327,-16.55315,-26.55218
1278.12,-2.790985,-2.792546,-2.794107,-2.796892,-2.798115,-15.23295,-15.50023,-15.54145,-16.55315,-26.55218
1278.13,-2.788136,-2.788679,-2.789899,-2.793224,-2.792681,-15.21927,-15.48724,-15.52722,-16.55315,-26.55218
1278.14,-2.784815,-2.783257,-2.784408,-2.785967,-2.785764,-15.20977,-15.47554,-15.51582,-16.55315,-26.55218
1278.15,-2.782174,-2.780008,-2.781294,-2.780955,-2.780414,-15.20923,-15.47122,-15.51328,-16.55315,-26.55218
1278.16,-2.782715,-2.77994,-2.781158,-2.77879,-2.779466,-15.21293,-15.47327,-15.51647,-16.55315,-26.55218
1278.17,-2.785154,-2.783731,-2.785086,-2.781294,-2.782851,-15.21727,-15.4778,-15.52086,-16.55315,-26.55218
1278.18,-2.79241,-2.791731,-2.790374,-2.787933,-2.792206,-15.21956,-15.48001,-15.52241,-16.55315,-26.55218
1278.19,-2.801718,-2.800426,-2.798115,-2.796552,-2.80165,-15.22351,-15.48385,-15.52408,-16.55315,-26.55218
1278.2,-2.810569,-2.807708,-2.805052,-2.806141,-2.808865,-15.22424,-15.48545,-15.52147,-16.55315,-26.55218
1278.21,-2.815411,-2.812682,-2.809206,-2.811319,-2.813842,-15.21815,-15.48086,-15.51651,-16.55315,-26.55218
1278.22,-2.818141,-2.815547,-2.813159,-2.814183,-2.815001,-15.21483,-15.4777,-15.51554,-16.55315,-26.55218
1278.23,-2.82019,-2.817322,-2.817663,-2.816844,-2.816776,-15.218,-15.48228,-15.52302,-16.55315,-26.55218
1278.24,-2.822308,-2.819302,-2.823401,-2.819984,-2.81978,-15.2285,-15.49328,-15.53734,-16.55315,-26.55218
1278.25,-2.822922,-2.820121,-2.826341,-2.822854,-2.822034,-15.23739,-15.50116,-15.54872,-16.55315,-26.55218
1278.26,-2.81978,-2.817799,-2.825384,-2.823879,-2.821556,-15.23504,-15.49583,-15.54357,-16.55315,-26.55218
1278.27,-2.814046,-2.813365,-2.819097,-2.821624,-2.817799,-15.22576,-15.48609,-15.53333,-16.55315,-26.55218
1278.28,-2.805733,-2.805733,-2.810569,-2.813774,-2.809615,-15.21445,-15.47722,-15.5233,-16.55315,-26.55218
1278.29,-2.798522,-2.799338,-2.801922,-2.805188,-2.800766,-15.20817,-15.47175,-15.51661,-16.55315,-26.55218
1278.3,-2.792138,-2.794922,-2.795194,-2.798115,-2.793021,-15.20841,-15.47231,-15.51624,-16.55315,-26.55218
1278.31,-2.789085,-2.792953,-2.792002,-2.791595,-2.78834,-15.2122,-15.47851,-15.52121,-16.55315,-26.55218
1278.32,-2.787594,-2.79241,-2.78956,-2.786374,-2.78678,-15.21766,-15.48507,-15.52633,-16.55315,-26.55218
1278.33,-2.785629,-2.790239,-2.787119,-2.782918,-2.785289,-15.224,-15.49065,-15.52992,-16.55315,-26.55218
1278.34,-2.783257,-2.785357,-2.783731,-2.781158,-2.783664,-15.22405,-15.48864,-15.52856,-16.55315,-26.55218
1278.35,-2.780616,-2.781768,-2.780346,-2.779669,-2.782986,-15.22239,-15.48719,-15.52792,-16.55315,-26.55218
1278.36,-2.781226,-2.78109,-2.781361,-2.781429,-2.783867,-15.2285,-15.49044,-15.53399,-16.55315,-26.55218
1278.37,-2.785561,-2.78495,-2.784544,-2.785357,-2.788611,-15.24191,-15.50221,-15.54475,-16.55315,-26.55218
1278.38,-2.793021,-2.793157,-2.791935,-2.791528,-2.796552,-15.25856,-15.52209,-15.56602,-16.55315,-26.55218
1278.39,-2.801446,-2.802738,-2.800494,-2.798386,-2.80546,-15.27844,-15.54454,-15.587,-16.55315,-26.55218
1278.4,-2.810569,-2.813024,-2.808661,-2.805869,-2.813569,-15.29342,-15.55836,-15.59541,-16.55315,-26.55218
1278.41,-2.815206,-2.818277,-2.812819,-2.810978,-2.817254,-15.29327,-15.55886,-15.59396,-16.55315,-26.55218
1278.42,-2.82019,-2.822034,-2.817117,-2.815616,-2.819711,-15.29133,-15.55878,-15.59283,-16.55315,-26.55218
1278.43,-2.825657,-2.825247,-2.820531,-2.822171,-2.820873,-15.2966,-15.56409,-15.59954,-16.55315,-26.55218
1278.44,-2.828462,-2.827436,-2.82429,-2.828531,-2.821692,-15.30515,-15.57167,-15.60931,-16.55315,-26.55218
1278.45,-2.8299,-2.827368,-2.825794,-2.830311,-2.820121,-15.31231,-15.5779,-15.61766,-16.55315,-26.55218
1278.46,-2.824905,-2.822034,-2.823811,-2.826615,-2.814524,-15.3147,-15.57995,-15.62301,-16.55315,-26.55218
1278.47,-2.815479,-2.813024,-2.817322,-2.816366,-2.806414,-15.31032,-15.57255,-15.61701,-16.55315,-26.55218
1278.48,-2.802602,-2.801446,-2.804916,-2.799134,-2.79696,-15.29032,-15.55527,-15.59591,-16.55315,-26.55218
1278.49,-2.788814,-2.790035,-2.796756,-2.788882,-2.789492,-15.27097,-15.5374,-15.58184,-16.55315,-26.55218
1278.5,-2.781903,-2.78258,-2.787187,-2.780752,-2.783799,-15.26273,-15.52695,-15.57089,-16.55315,-26.55218
1278.51,-2.776489,-2.779534,-2.78258,-2.777504,-2.781971,-15.25776,-15.52228,-15.56492,-16.55315,-26.55218
1278.52,-2.775543,-2.778316,-2.780684,-2.778113,-2.780955,-15.2584,-15.52239,-15.56423,-16.55315,-26.55218
1278.53,-2.776963,-2.777707,-2.780616,-2.779128,-2.77906,-15.26115,-15.52796,-15.57025,-16.55315,-26.55218
1278.54,-2.777707,-2.777436,-2.781564,-2.78021,-2.779331,-15.26125,-15.5291,-15.57206,-16.55315,-26.55218
1278.55,-2.77879,-2.776287,-2.783325,-2.780752,-2.779602,-15.26125,-15.52739,-15.57196,-16.55315,-26.55218
1278.56,-2.780075,-2.778992,-2.785967,-2.782851,-2.782242,-15.26391,-15.52836,-15.57514,-16.55315,-26.55218
1278.57,-2.78346,-2.782512,-2.791053,-2.786509,-2.787933,-15.26978,-15.53292,-15.58156,-16.55315,-26.55218
1278.58,-2.789764,-2.787865,-2.797095,-2.792614,-2.795669,-15.27585,-15.53767,-15.58889,-16.55315,-26.55218
1278.59,-2.796144,-2.79499,-2.803215,-2.800154,-2.802942,-15.28119,-15.54663,-15.59722,-16.55315,-26.55218
1278.6,-2.80335,-2.803419,-2.809342,-2.806618,-2.81016,-15.29119,-15.55972,-15.60783,-16.55315,-26.55218
1278.61,-2.810637,-2.813842,-2.813365,-2.812341,-2.814865,-15.30698,-15.57778,-15.61973,-16.55315,-26.55218
1278.62,-2.814933,-2.819029,-2.816776,-2.814865,-2.817595,-15.31749,-15.59136,-15.6325,-16.55315,-26.55218
1278.63,-2.817663,-2.821214,-2.817936,-2.815752,-2.819848,-15.32973,-15.6031,-15.64293,-16.55315,-26.55218
1278.64,-2.818892,-2.818141,-2.816844,-2.815206,-2.818892,-15.3424,-15.61373,-15.65382,-16.55315,-26.55218
1278.65,-2.818277,-2.812341,-2.814933,-2.81391,-2.816776,-15.34932,-15.61973,-15.66135,-16.55315,-26.55218
1278.66,-2.813637,-2.805052,-2.809479,-2.809888,-2.811387,-15.35148,-15.61809,-15.66311,-16.55315,-26.55218
1278.67,-2.804099,-2.794922,-2.80029,-2.801514,-2.80063,-15.35078,-15.61367,-15.66228,-16.55315,-26.55218
1278.68,-2.793903,-2.787119,-2.792614,-2.792885,-2.789967,-15.34982,-15.61504,-15.66383,-16.55315,-26.55218
1278.69,-2.783731,-2.780143,-2.783596,-2.782309,-2.78109,-15.34847,-15.61929,-15.66588,-16.55315,-26.55218
1278.7,-2.776963,-2.775881,-2.776557,-2.773177,-2.772029,-15.34736,-15.6229,-15.66688,-16.55315,-26.55218
1278.71,-2.77284,-2.774799,-2.772907,-2.769328,-2.768113,-15.35063,-15.62684,-15.66909,-16.55315,-26.55218
1278.72,-2.771894,-2.77365,-2.77034,-2.766358,-2.768113,-15.36126,-15.63504,-15.67493,-16.55315,-26.55218
1278.73,-2.771353,-2.774258,-2.768383,-2.767168,-2.770273,-15.37103,-15.64259,-15.67972,-16.55315,-26.55218
1278.74,-2.772164,-2.774056,-2.767235,-2.769328,-2.774191,-15.37128,-15.64477,-15.68101,-16.55315,-26.55218
1278.75,-2.773583,-2.772907,-2.766696,-2.772704,-2.776489,-15.37093,-15.64306,-15.67903,-16.55315,-26.55218
1278.76,-2.775137,-2.775205,-2.769058,-2.77676,-2.779804,-15.37032,-15.64142,-15.6792,-16.55315,-26.55218
1278.77,-2.778654,-2.776963,-2.775408,-2.782106,-2.782174,-15.36891,-15.63916,-15.67987,-16.55315,-26.55218
1278.78,-2.783257,-2.782986,-2.783189,-2.787458,-2.785899,-15.37093,-15.64105,-15.68476,-16.55315,-26.55218
1278.79,-2.790103,-2.79112,-2.793428,-2.794311,-2.791799,-15.37557,-15.65009,-15.69412,-16.55315,-26.55218
1278.8,-2.795262,-2.797911,-2.80131,-2.79825,-2.797843,-15.37734,-15.65645,-15.69955,-16.55315,-26.55218
1278.81,-2.800562,-2.80512,-2.807231,-2.805801,-2.805528,-15.37886,-15.65429,-15.69819,-16.55315,-26.55218
1278.82,-2.804167,-2.808661,-2.810842,-2.809411,-2.810433,-15.37492,-15.65006,-15.69332,-16.55315,-26.55218
1278.83,-2.804303,-2.809138,-2.811523,-2.810365,-2.812887,-15.37088,-15.64442,-15.68664,-16.55315,-26.55218
1278.84,-2.803487,-2.80798,-2.809615,-2.80798,-2.811387,-15.37007,-15.63908,-15.6819,-16.55315,-26.55218
1278.85,-2.801854,-2.80444,-2.806958,-2.804303,-2.807027,-15.36387,-15.63518,-15.67804,-16.55315,-26.55218
1278.86,-2.794922,-2.797707,-2.800086,-2.796144,-2.798522,-15.35174,-15.62435,-15.6667,-16.55315,-26.55218
1278.87,-2.786509,-2.78956,-2.79051,-2.78617,-2.789628,-15.33231,-15.60488,-15.64248,-16.55315,-26.55218
1278.88,-2.775881,-2.780414,-2.782038,-2.777031,-2.781429,-15.30885,-15.58409,-15.62252,-16.55315,-26.55218
1278.89,-2.766156,-2.772434,-2.774732,-2.770003,-2.774935,-15.29218,-15.56761,-15.60892,-16.55315,-26.55218
1278.9,-2.761975,-2.767775,-2.769463,-2.767505,-2.771624,-15.28405,-15.55814,-15.60192,-16.55315,-26.55218
1278.91,-2.761369,-2.767438,-2.768315,-2.76845,-2.770678,-15.28396,-15.5574,-15.60037,-16.55315,-26.55218
1278.92,-2.764807,-2.771826,-2.768248,-2.772231,-2.770746,-15.29308,-15.56452,-15.60529,-16.55315,-26.55218
1278.93,-2.76845,-2.776557,-2.77034,-2.775205,-2.771961,-15.30281,-15.57734,-15.61493,-16.55315,-26.55218
1278.94,-2.773042,-2.781158,-2.772637,-2.778992,-2.774124,-15.31071,-15.58546,-15.61867,-16.55315,-26.55218
1278.95,-2.775746,-2.783189,-2.773786,-2.78082,-2.775273,-15.31111,-15.58332,-15.61448,-16.55315,-26.55218
1278.96,-2.780346,-2.78346,-2.775949,-2.782918,-2.779398,-15.30852,-15.57763,-15.61106,-16.55315,-26.55218
1278.97,-2.784883,-2.786035,-2.779196,-2.78617,-2.784273,-15.31112,-15.57939,-15.61587,-16.55315,-26.55218
1278.98,-2.789492,-2.789492,-2.783867,-2.790985,-2.790374,-15.3262,-15.5939,-15.63449,-16.55315,-26.55218
1278.99,-2.793971,-2.79628,-2.790985,-2.796824,-2.796756,-15.34704,-15.61758,-15.66116,-16.55315,-26.55218
1279,-2.796756,-2.801582,-2.796348,-2.801718,-2.799338,-15.36605,-15.6414,-15.68103,-16.55315,-26.55218
1279.01,-2.798726,-2.806482,-2.800698,-2.804168,-2.800018,-15.37887,-15.65852,-15.69829,-16.55315,-26.55218
1279.02,-2.798455,-2.808661,-2.801582,-2.802058,-2.797979,-15.38605,-15.67002,-15.70814,-16.55315,-26.55218
1279.03,-2.796552,-2.807776,-2.799406,-2.796552,-2.794786,-15.38767,-15.67231,-15.70669,-16.55315,-26.55218
1279.04,-2.793157,-2.806073,-2.794311,-2.789831,-2.792885,-15.38327,-15.66953,-15.70139,-16.55315,-26.55218
1279.05,-2.787119,-2.799678,-2.788882,-2.784544,-2.791256,-15.38271,-15.67052,-15.703,-16.55315,-26.55218
1279.06,-2.782038,-2.794175,-2.78468,-2.779331,-2.789492,-15.3952,-15.68135,-15.71572,-16.55315,-26.55218
1279.07,-2.777166,-2.787187,-2.78082,-2.77534,-2.786238,-15.40876,-15.69361,-15.72816,-16.55315,-26.55218
1279.08,-2.771894,-2.781023,-2.77676,-2.771759,-2.779872,-15.41232,-15.69636,-15.73471,-16.55315,-26.55218
1279.09,-2.768248,-2.777166,-2.774394,-2.7698,-2.773786,-15.4136,-15.69575,-15.73466,-16.55315,-26.55218
1279.1,-2.766628,-2.773718,-2.773245,-2.769665,-2.76899,-15.41396,-15.69716,-15.73633,-16.55315,-26.55218
1279.11,-2.766628,-2.77365,-2.773988,-2.770273,-2.767843,-15.41334,-15.69836,-15.73844,-16.55315,-26.55218
1279.12,-2.76791,-2.774597,-2.775814,-2.772637,-2.76926,-15.41712,-15.70018,-15.74335,-16.55315,-26.55218
1279.13,-2.773245,-2.776693,-2.779128,-2.776828,-2.774529,-15.42924,-15.70998,-15.75468,-16.55315,-26.55218
1279.14,-2.777775,-2.782309,-2.783528,-2.78082,-2.782377,-15.43927,-15.72364,-15.7666,-16.55315,-26.55218
1279.15,-2.782986,-2.785357,-2.787187,-2.785289,-2.788204,-15.44466,-15.72854,-15.77081,-16.55315,-26.55218
1279.16,-2.78895,-2.788475,-2.792002,-2.787865,-2.793224,-15.44342,-15.72355,-15.76675,-16.55315,-26.55218
1279.17,-2.791595,-2.79241,-2.795533,-2.789696,-2.796009,-15.43707,-15.71557,-15.76045,-16.55315,-26.55218
1279.18,-2.794175,-2.795194,-2.798115,-2.791595,-2.796892,-15.43045,-15.70882,-15.75457,-16.55315,-26.55218
1279.19,-2.799134,-2.80131,-2.801582,-2.795125,-2.800018,-15.42641,-15.70623,-15.75091,-16.55315,-26.55218
1279.2,-2.801854,-2.805937,-2.804371,-2.799474,-2.80267,-15.42631,-15.7078,-15.75062,-16.55315,-26.55218
1279.21,-2.803555,-2.806686,-2.804984,-2.802602,-2.803759,-15.42749,-15.71062,-15.75206,-16.55315,-26.55218
1279.22,-2.802262,-2.804643,-2.801718,-2.803487,-2.802807,-15.4235,-15.70857,-15.74684,-16.55315,-26.55218
1279.23,-2.794786,-2.798455,-2.795329,-2.800426,-2.797911,-15.41539,-15.69827,-15.73371,-16.55315,-26.55218
1279.24,-2.78834,-2.790374,-2.787865,-2.793903,-2.791663,-15.40225,-15.6782,-15.71514,-16.55315,-26.55218
1279.25,-2.782309,-2.785899,-2.780887,-2.786848,-2.785289,-15.38642,-15.66375,-15.69554,-16.55315,-26.55218
1279.26,-2.775881,-2.780008,-2.775678,-2.779534,-2.778857,-15.37023,-15.64758,-15.67911,-16.55315,-26.55218
1279.27,-2.773718,-2.77534,-2.772704,-2.773515,-2.77507,-15.35848,-15.63594,-15.67073,-16.55315,-26.55218
1279.28,-2.770475,-2.771421,-2.769868,-2.769868,-2.772704,-15.35495,-15.63016,-15.66782,-16.55315,-26.55218
1279.29,-2.770543,-2.769598,-2.768653,-2.767775,-2.772907,-15.35661,-15.63042,-15.66978,-16.55315,-26.55218
1279.3,-2.772367,-2.770273,-2.770746,-2.768923,-2.775543,-15.35666,-15.63012,-15.66865,-16.55315,-26.55218
